2022-05-12 19:57:34,180,1,ai-play,novice,1,1,0,1
2022-05-12 20:00:35,180,1,ai-play,novice,2,1,0,1
2022-05-12 20:03:35,180,1,ai-play,novice,2,2,139,2
2022-05-12 20:06:36,180,2,ai-play,novice,1,1,413,2
2022-05-12 20:09:36,180,2,ai-play,novice,2,1,209,2
2022-05-12 20:12:37,180,2,ai-play,novice,2,2,137,2
2022-05-13 09:57:56,180,1,ai-play,pro,1,1,413,2
2022-05-13 10:00:56,180,1,ai-play,pro,2,1,209,3
2022-05-13 10:03:57,180,1,ai-play,pro,2,2,0,1
2022-05-13 10:06:57,180,2,ai-play,pro,1,1,563,3
2022-05-13 10:09:58,180,2,ai-play,pro,2,1,229,2
2022-05-13 10:12:58,180,2,ai-play,pro,2,2,0,1
